Level,Sublevel,Token,Lexeme,Type,Line Number,Is Function/Class,Return Type
0,1,FUNCTION,bubbleSort,FUNCTION,1,1,None,136,
1,1,VARIABLE,array,list[int],1,0,None,0,
1,2,VARIABLE,i,int,2,0,None,0,
1,3,VARIABLE,j,int,3,0,None,0,
1,4,VARIABLE,swapped,bool,5,0,None,0,
1,5,VARIABLE,temp,int,8,0,None,0,
0,2,FUNCTION,main,FUNCTION,16,1,None,64,
1,1,VARIABLE,data,list[int],17,0,None,0,
1,2,VARIABLE,i,int,21,0,None,0,
